Date,Open,High,Low,Close,Change,Traded Volume,Turnover,Last Price of the Day,Daily Traded Units,Daily Turnover
2017-02-06,85.66,85.87,84.58,84.77,,2418074.0,205556278.0,,,
2017-02-07,85.03,85.83,84.87,85.4,,1563609.0,133568567.0,,,
2017-02-08,85.67,86.15,85.13,85.97,,2341062.0,200925597.0,,,
2017-02-09,86.13,86.37,85.62,86.28,,1597555.0,137565075.0,,,
2017-02-10,86.46,86.7,86.1,86.28,,1838615.0,158738675.0,,,
2017-02-13,86.25,87.57,86.25,87.38,,1654276.0,144321617.0,,,
2017-02-14,87.35,87.41,86.96,87.3,,1428333.0,124577973.0,,,
2017-02-15,87.59,87.59,86.38,87.17,,1396309.0,121636293.0,,,
2017-02-16,86.97,87.57,86.7,86.93,,1456154.0,126616378.0,,,
2017-02-17,86.66,87.03,86.33,86.89,,1834661.0,159121821.0,,,
2017-02-20,87.44,87.5,86.85,87.1,,1143729.0,99588905.0,,,
2017-02-21,87.16,88.37,86.9,88.17,,2016614.0,177343917.0,,,
2017-02-22,88.42,89.24,88.21,88.97,,2086913.0,185549823.0,,,
2017-02-23,88.79,89.03,88.54,89.0,,1683979.0,149740081.0,,,
2017-02-24,89.0,89.15,87.43,87.97,,2269939.0,199976437.0,,,
2017-02-27,88.34,88.44,87.57,87.76,,1352713.0,118850661.0,,,
2017-02-28,88.06,88.17,87.32,87.95,,1450047.0,127426866.0,,,
2017-03-01,88.62,89.49,88.34,89.37,,2297321.0,204810443.0,,,
2017-03-02,89.28,89.59,88.96,89.44,,2023432.0,180896572.0,,,
2017-03-03,89.76,89.83,88.93,89.28,,1787365.0,159698551.0,,,
2017-03-06,88.86,89.11,88.37,88.94,,1323498.0,117500566.0,,,
2017-03-07,88.91,89.4,88.74,89.16,,1738492.0,154915748.0,,,
2017-03-08,88.62,89.65,88.41,89.53,,1978133.0,176566491.0,,,
2017-03-09,89.16,89.8,88.83,89.5,,1744405.0,156036254.0,,,
2017-03-10,89.81,89.92,88.85,89.03,,2191734.0,195793101.0,,,
2017-03-13,88.93,89.24,88.81,89.16,,1369409.0,122007965.0,,,
2017-03-14,88.96,89.58,88.84,89.36,,1920535.0,171465630.0,,,
2017-03-15,89.25,89.73,89.05,89.73,,1530074.0,137079906.0,,,
2017-03-16,90.5,91.3,90.29,90.65,,2663513.0,241733441.0,,,
2017-03-17,90.5,90.95,90.0,90.95,,6288779.0,571332284.0,,,
2017-03-20,90.78,91.27,90.45,91.07,,1779645.0,161975896.0,,,
2017-03-21,91.69,91.7,90.01,90.26,,2013551.0,182453917.0,,,
2017-03-22,89.5,90.63,89.32,90.5,,1889334.0,170465925.0,,,
2017-03-23,90.5,91.08,90.06,90.95,,1828465.0,165653709.0,,,
2017-03-24,91.03,91.23,90.37,90.8,,1426279.0,129441525.0,,,
2017-03-27,89.2,89.74,89.03,89.4,,2362049.0,211076298.0,,,
2017-03-28,89.96,90.82,89.52,90.61,,1754223.0,158614889.0,,,
2017-03-29,91.0,91.2,90.25,91.09,,1520672.0,138179450.0,,,
2017-03-30,91.36,91.41,90.62,91.39,,1331151.0,121463571.0,,,
2017-03-31,91.44,92.0,91.12,91.98,,2883122.0,264623756.0,,,
2017-04-03,92.49,92.98,91.9,91.91,,1934464.0,178553442.0,,,
2017-04-04,92.01,92.49,91.75,92.27,,1759802.0,162307286.0,,,
2017-04-05,92.22,92.25,91.6,91.71,,1784150.0,163920881.0,,,
2017-04-06,91.24,91.64,90.79,91.43,,1776356.0,162096471.0,,,
2017-04-07,91.12,91.8,90.53,91.79,,1661034.0,151712805.0,,,
2017-04-10,92.27,92.27,91.5,91.76,,1099103.0,100910703.0,,,
2017-04-11,91.44,91.62,90.38,91.02,,1641591.0,149625280.0,,,
2017-04-12,91.3,91.8,90.82,91.49,,1818735.0,166260827.0,,,
2017-04-13,91.52,91.71,90.68,91.1,,2229929.0,203219121.0,,,
2017-04-14,,91.71,90.68,91.1,-0.39,2229929.0,203219121.0,,,
2017-04-17,,91.71,90.68,91.1,-0.39,2229929.0,203219121.0,,,
2017-04-18,91.1,91.43,90.12,90.36,,1787616.0,161800163.0,,,
2017-04-19,90.52,90.79,90.23,90.66,,1416947.0,128321956.0,,,
2017-04-20,90.48,91.18,90.26,90.4,,1566696.0,141931651.0,,,
2017-04-21,90.62,91.18,90.39,90.92,,3389188.0,307858914.0,,,
2017-04-24,91.91,92.99,91.86,92.99,,3468037.0,321483611.0,,,
2017-04-25,92.9,94.22,92.39,93.13,,2361529.0,220703782.0,,,
2017-04-26,93.53,93.55,92.31,92.45,,2315978.0,214647716.0,,,
2017-04-27,92.08,92.78,91.46,92.35,,1882578.0,173375841.0,,,
2017-04-28,92.03,92.27,91.51,92.07,,2482055.0,228151652.0,,,
2017-05-01,,92.27,91.51,92.1,-0.28,2482055.0,228151652.0,,,
2017-05-02,92.43,92.81,92.04,92.8,,2073647.0,191901852.0,,,
2017-05-03,92.69,92.7,91.63,92.48,,1705983.0,157309485.0,,,
2017-05-04,92.75,93.21,92.32,93.21,,1840994.0,171220855.0,,,
2017-05-05,93.05,94.0,92.87,93.84,,2007569.0,187749750.0,,,
2017-05-08,93.7,94.26,93.18,94.22,,1798041.0,169023529.0,,,
2017-05-09,94.28,95.43,93.86,95.2,,1851229.0,175880894.0,,,
2017-05-10,94.73,95.51,94.42,95.04,,2291446.0,217795716.0,,,
2017-05-11,94.45,94.54,93.46,93.98,,1795960.0,168805040.0,,,
2017-05-12,93.91,94.7,93.86,94.66,,1693114.0,159803777.0,,,
2017-05-15,94.86,94.95,93.91,94.21,,1233037.0,116261879.0,,,
2017-05-16,94.26,94.9,93.94,94.22,,1498344.0,141300027.0,,,
2017-05-17,93.75,94.52,93.68,93.95,,2261734.0,212845236.0,,,
2017-05-18,93.75,94.13,92.96,93.75,,2457543.0,230045221.0,,,
2017-05-19,93.72,94.08,93.42,93.92,,1884.0,176735.0,,,
2017-05-22,94.02,94.12,93.3,94.0,,1665113.0,156235904.0,,,
2017-05-23,93.79,94.97,93.54,94.68,,1435159.0,135694609.0,,,
2017-05-24,94.74,95.19,94.53,94.93,,1448107.0,137375631.0,,,
2017-05-25,95.24,95.33,94.18,95.04,,1209328.0,114759425.0,,,
2017-05-26,95.0,95.14,94.53,94.98,,2236.0,212206.0,,,
2017-05-29,94.66,95.48,94.61,95.3,,3078.0,292704.0,,,
2017-05-30,95.0,95.35,94.62,95.25,,2868.0,272770.0,,,
2017-05-31,95.1,95.97,95.0,95.3,,4118.0,392682.0,,,
2017-06-01,95.44,95.75,95.2,95.57,,3301.0,315505.0,,,
2017-06-02,96.0,96.32,95.68,96.1,,1875186.0,180192874.0,,,
2017-06-06,96.34,96.38,95.01,95.65,,2122393.0,203058185.0,,,
2017-06-07,95.51,95.97,95.18,95.26,,1696764.0,161931503.0,,,
2017-06-08,95.44,95.99,95.36,95.81,,1335134.0,127867417.0,,,
2017-06-09,95.87,96.34,95.58,96.0,,1540772.0,147960844.0,,,
2017-06-12,93.74,94.3,91.86,92.56,,3619599.0,336083805.0,,,
2017-06-13,92.75,94.08,92.71,93.59,,2019182.0,188837232.0,,,
2017-06-14,93.76,95.06,93.67,94.25,,2510425.0,237070846.0,,,
2017-06-15,93.94,94.08,92.59,93.26,,2538878.0,236744239.0,,,
2017-06-16,93.02,94.4,92.9,94.4,,5850270.0,550482302.0,,,
2017-06-19,95.0,95.46,94.63,95.46,,1608608.0,153222375.0,,,
2017-06-20,95.75,95.99,94.85,94.85,,1506480.0,143383101.0,,,
2017-06-21,94.69,95.2,94.13,95.2,,1578946.0,149751024.0,,,
2017-06-22,95.53,96.16,95.5,96.01,,1901817.0,182363442.0,,,
2017-06-23,95.44,96.02,95.28,95.93,,1650317.0,157995325.0,,,
2017-06-26,96.25,96.33,95.49,95.69,,1430159.0,137089034.0,,,
2017-06-27,95.8,95.81,94.35,94.35,,1936000.0,183608034.0,,,
2017-06-28,93.6,94.0,92.91,93.5,,2450606.0,228946948.0,,,
2017-06-29,94.01,94.29,90.24,90.89,,3220138.0,295434912.0,,,
2017-06-30,91.05,92.25,90.8,91.45,,3186081.0,292051605.0,,,
2017-07-03,91.78,91.89,90.8,91.18,,2086995.0,190498337.0,,,
2017-07-04,90.68,91.17,90.36,90.73,,1499966.0,136145122.0,,,
2017-07-05,90.52,91.17,90.17,91.0,,2096012.0,190385877.0,,,
2017-07-06,91.4,91.48,89.25,90.1,,3139034.0,282952272.0,,,
2017-07-07,90.25,90.36,89.36,90.36,,1836680.0,165264197.0,,,
2017-07-10,90.94,91.69,90.62,91.31,,1672525.0,152711112.0,,,
2017-07-11,91.43,91.66,90.21,90.33,,1998744.0,181098486.0,,,
2017-07-12,90.3,91.91,90.17,91.58,,1925755.0,175525438.0,,,
2017-07-13,91.67,92.13,91.36,91.36,,1886653.0,172742153.0,,,
2017-07-14,91.22,91.59,90.96,91.34,,1638606.0,149662265.0,,,
2017-07-17,91.74,91.97,90.69,90.99,,1239308.0,112933350.0,,,
2017-07-18,91.07,91.2,89.59,89.83,,2017515.0,181773633.0,,,
2017-07-19,90.44,91.83,90.18,91.33,,2503997.0,228388080.0,,,
2017-07-20,91.4,91.48,90.12,91.11,,2880530.0,261999174.0,,,
2017-07-21,90.4,90.93,88.58,88.88,,4464897.0,399917568.0,,,
2017-07-24,89.29,89.6,88.48,88.75,,2272154.0,201979779.0,,,
2017-07-25,88.92,89.49,88.53,89.11,,2123892.0,189182796.0,,,
2017-07-26,89.28,90.35,88.96,90.14,,2398027.0,215569108.0,,,
2017-07-27,90.0,91.07,89.7,90.8,,2491289.0,225419428.0,,,
2017-07-28,89.43,90.67,89.05,90.3,,2946277.0,265270647.0,,,
2017-07-31,90.07,90.5,89.45,89.68,,2369760.0,212926787.0,,,
2017-08-01,90.16,90.85,88.97,90.54,,2118605.0,191014749.0,,,
2017-08-02,90.63,90.66,89.25,89.63,,1993657.0,179150528.0,,,
2017-08-03,89.33,90.64,89.17,90.55,,2166248.0,195460989.0,,,
2017-08-04,90.26,91.65,90.15,91.44,,2066141.0,188249280.0,,,
2017-08-07,91.46,91.51,90.36,90.66,,1618196.0,146836466.0,,,
2017-08-08,90.22,91.2,90.18,90.82,,1747540.0,158617010.0,,,
2017-08-09,90.08,90.38,89.35,89.93,,2100884.0,188909364.0,,,
2017-08-10,90.0,90.09,88.77,88.99,,2104156.0,187572130.0,,,
2017-08-11,88.43,88.67,87.94,88.43,,2185600.0,192931468.0,,,
2017-08-14,88.79,90.12,88.72,89.84,,1708144.0,153210846.0,,,
2017-08-15,89.99,90.34,89.67,90.0,,1001236.0,90109454.0,,,
2017-08-16,90.57,90.93,90.31,90.35,,1470281.0,133108549.0,,,
2017-08-17,89.96,90.4,89.61,89.87,,1610609.0,144899522.0,,,
2017-08-18,89.13,89.45,88.8,89.24,,2472903.0,220452009.0,,,
2017-08-21,88.77,89.19,88.44,88.67,,1385377.0,122907865.0,,,
2017-08-22,89.25,89.86,89.07,89.59,,1640149.0,146798712.0,,,
2017-08-23,89.59,89.81,89.17,89.28,,1249126.0,111686901.0,,,
2017-08-24,89.66,89.71,88.54,88.58,,1506710.0,133884768.0,,,
2017-08-25,88.63,89.07,88.35,88.35,,1208367.0,107145488.0,,,
2017-08-28,87.6,88.61,86.9,87.85,,1568953.0,137846794.0,,,
2017-08-29,87.14,87.55,86.24,87.14,,2343039.0,203625381.0,,,
2017-08-30,87.56,87.76,87.18,87.53,,1302212.0,113941922.0,,,
2017-08-31,88.22,88.6,87.73,88.1,,1939933.0,170862658.0,,,
2017-09-01,88.36,89.01,88.12,88.6,,1890956.0,167635043.0,,,
2017-09-04,88.0,88.37,87.76,87.88,,924496.0,81338781.0,,,
2017-09-05,88.05,88.7,87.68,88.21,,1542382.0,136188213.0,,,
2017-09-06,87.66,88.9,87.27,88.65,,1899065.0,167652038.0,,,
2017-09-07,89.21,90.21,89.05,90.11,,2271393.0,204167416.0,,,
2017-09-08,89.92,90.64,89.51,90.54,,1487631.0,134379974.0,,,
2017-09-11,91.11,91.83,91.09,91.78,,1911523.0,175133027.0,,,
2017-09-12,92.09,92.29,91.77,91.85,,1749346.0,160873084.0,,,
2017-09-13,91.5,92.28,91.32,92.28,,1875512.0,172627099.0,,,
2017-09-14,91.88,92.24,91.33,91.93,,2152609.0,197715584.0,,,
2017-09-15,91.52,92.24,91.35,92.01,,7224626.0,663999504.0,,,
2017-09-18,92.5,92.71,91.86,92.11,,1258915.0,115989089.0,,,
2017-09-19,92.17,92.46,91.83,91.9,,1335493.0,122944545.0,,,
2017-09-20,91.63,92.01,91.39,91.84,,1167514.0,107196932.0,,,
2017-09-21,92.11,92.17,91.48,91.74,,1270263.0,116625578.0,,,
2017-09-22,91.77,92.45,91.7,92.09,,1389178.0,127982790.0,,,
2017-09-25,91.8,92.48,91.71,91.88,,1187213.0,109278015.0,,,
2017-09-26,91.51,91.99,91.22,91.42,,1439834.0,131780794.0,,,
2017-09-27,91.5,91.98,91.46,91.66,,1351146.0,123866714.0,,,
2017-09-28,91.71,92.21,91.69,92.18,,1241513.0,114296589.0,,,
2017-09-29,92.18,92.69,91.96,92.69,,2618209.0,242092555.0,,,
2017-10-02,93.0,94.1,92.92,94.08,,1780673.0,166969594.0,,,
2017-10-04,94.25,94.32,93.44,93.79,,1898469.0,178120698.0,,,
2017-10-05,93.67,94.37,93.65,94.33,,1338338.0,126011643.0,,,
2017-10-06,94.54,94.58,93.81,94.3,,1441473.0,135792829.0,,,
2017-10-09,94.5,95.45,94.45,95.45,,1537118.0,146254096.0,,,
2017-10-10,95.4,95.94,94.72,95.03,,1385754.0,132057689.0,,,
2017-10-11,95.07,95.09,94.53,94.82,,1233059.0,116931445.0,,,
2017-10-12,95.02,95.37,94.41,95.18,,1423823.0,135291811.0,,,
2017-10-13,95.19,95.47,94.71,95.12,,1203418.0,114442547.0,,,
2017-10-16,95.3,95.34,94.51,94.63,,1142648.0,108279285.0,,,
2017-10-17,94.51,94.85,94.21,94.52,,1366631.0,129189269.0,,,
2017-10-18,94.95,95.83,94.44,95.01,,1625481.0,154559982.0,,,
2017-10-19,92.91,95.84,92.27,95.6,,4625999.0,436203311.0,,,
2017-10-20,96.14,96.49,94.74,95.22,,3023873.0,288263296.0,,,
2017-10-23,95.25,96.26,94.98,95.99,,1630849.0,156344933.0,,,
2017-10-24,95.8,96.18,94.83,95.33,,2030428.0,193738516.0,,,
2017-10-25,95.1,96.22,94.77,95.49,,1801441.0,172138351.0,,,
2017-10-26,95.5,97.49,94.61,97.26,,2773831.0,267513176.0,,,
2017-10-27,97.87,98.61,97.63,98.32,,2482288.0,243916724.0,,,
2017-10-30,98.13,98.32,97.53,97.66,,1525390.0,149076485.0,,,
2017-11-01,98.87,100.7,98.64,100.35,,2883252.0,288343457.0,,,
2017-11-02,100.1,100.45,98.4,98.79,,3138965.0,311467548.0,,,
2017-11-03,98.79,99.13,98.4,98.85,,2471097.0,244216088.0,,,
2017-11-06,98.97,99.74,98.92,99.55,,1429833.0,142186743.0,,,
2017-11-07,99.4,99.71,98.4,98.49,,2188992.0,216346824.0,,,
2017-11-08,98.9,99.25,98.06,98.5,,1929337.0,190188003.0,,,
2017-11-09,98.74,99.05,96.48,96.78,,2461805.0,239361986.0,,,
2017-11-10,96.78,97.51,96.15,96.26,,2050239.0,198228912.0,,,
2017-11-13,96.31,96.51,94.96,95.96,,1652064.0,158125704.0,,,
2017-11-14,96.47,96.58,95.7,96.07,,1688691.0,162350661.0,,,
2017-11-15,95.43,96.16,95.12,95.96,,1801838.0,172310509.0,,,
2017-11-16,96.2,96.6,95.73,96.34,,1413080.0,136069370.0,,,
2017-11-17,96.59,97.01,96.18,96.51,,2285562.0,220798199.0,,,
2017-11-20,95.77,97.2,95.76,97.0,,1402144.0,135584438.0,,,
2017-11-21,96.84,98.45,96.44,98.25,,1750996.0,171326936.0,,,
2017-11-22,97.93,97.94,96.38,96.57,,1711131.0,165959457.0,,,
2017-11-23,95.84,96.72,95.47,96.72,,1255863.0,121007050.0,,,
2017-11-24,96.82,97.98,96.21,97.25,,1274547.0,123879376.0,,,
2017-11-27,97.17,97.75,96.76,97.02,,1383823.0,134411424.0,,,
2017-11-28,97.24,97.99,96.81,97.13,,1390440.0,135372969.0,,,
2017-11-29,97.87,97.96,94.96,95.34,,2331358.0,224166518.0,,,
2017-11-30,95.34,96.17,94.65,94.65,,3631786.0,344819187.0,,,
2017-12-01,95.09,95.11,92.81,93.17,,3130812.0,293083715.0,,,
2017-12-04,94.27,95.09,93.67,94.35,,2131835.0,201118811.0,,,
2017-12-05,94.2,94.75,93.2,94.56,,2063502.0,194328313.0,,,
2017-12-06,93.36,95.27,93.03,95.0,,1955948.0,184378787.0,,,
2017-12-07,95.45,95.67,94.51,95.11,,1572775.0,149561189.0,,,
2017-12-08,96.11,97.11,95.54,95.54,,2528295.0,242947614.0,,,
2017-12-11,95.52,95.55,94.37,94.7,,1442357.0,136724793.0,,,
2017-12-12,95.0,96.33,94.71,96.19,,1730790.0,165978857.0,,,
2017-12-13,95.72,96.54,95.57,96.06,,1388581.0,133324470.0,,,
2017-12-14,95.5,97.49,95.33,96.77,,2596208.0,250819079.0,,,
2017-12-15,96.2,97.35,95.53,97.35,,7562793.0,732365397.0,,,
2017-12-18,97.85,98.84,97.65,98.49,,1962959.0,193207973.0,,,
2017-12-19,98.65,98.81,97.01,97.02,,1512590.0,147634258.0,,,
2017-12-20,97.29,97.48,94.73,95.0,,2240968.0,214097913.0,,,
2017-12-21,95.1,95.62,94.34,95.36,,1863466.0,177294298.0,,,
2017-12-22,95.01,95.41,94.58,94.58,,1585328.0,150272234.0,,,
2017-12-27,94.55,95.21,94.03,94.98,,1425624.0,135024896.0,,,
2017-12-28,94.81,95.04,93.71,93.89,,1312602.0,123592823.0,,,
2017-12-29,94.14,94.23,93.14,93.45,,1289163.0,120704746.0,,,
2018-01-02,93.35,93.95,92.12,92.8,,2334984.0,216571734.0,,,
2018-01-03,93.0,94.65,92.63,94.07,,2346852.0,219877195.0,,,
2018-01-11,,93.74,91.04,91.43,,4274991.0,393498865.0,,,
2018-01-12,,91.47,90.27,90.73,,3437210.0,312013502.0,,,
2018-01-15,,90.61,89.71,90.06,,2053812.0,185176806.0,,,
2018-01-16,,92.75,90.05,90.97,,2964495.0,271099416.0,,,
2018-01-17,,90.9,89.86,90.47,,2829909.0,255795893.0,,,
2018-01-18,,91.65,90.26,91.18,,2465389.0,224391385.0,,,
2018-01-19,,92.46,91.16,92.3,,3322023.0,305909883.0,,,
2018-01-22,,92.36,91.34,91.78,,1925206.0,176729837.0,,,
2018-01-23,,93.48,92.5,92.91,,2512030.0,233501272.0,,,
2018-01-24,,93.19,92.27,92.27,,2778543.0,257240170.0,,,
2018-01-25,,92.24,90.33,90.8,,3056036.0,278676839.0,,,
2018-01-26,,91.86,90.55,91.72,,2043138.0,186855231.0,,,
2018-01-29,,92.33,90.94,92.09,,2300555.0,211272728.0,,,
2018-01-30,,93.08,89.57,90.13,,4982722.0,452735856.0,,,
2018-01-31,,90.85,89.32,90.83,,3511792.0,317846500.0,,,
2018-02-01,,91.88,89.4,89.79,,3262345.0,295282352.0,,,
2018-02-02,,89.25,88.0,88.0,,3560357.0,315047841.0,,,
2018-02-05,,87.89,86.54,87.44,,3817294.0,332827481.0,,,
2018-02-06,,86.35,83.5,85.29,,6703229.0,573207064.0,,,
2018-02-07,,86.7,85.37,86.28,,4015307.0,345422851.0,,,
2018-02-08,,85.78,83.63,84.08,,4560804.0,386455061.0,,,
2018-02-09,,84.46,82.19,82.86,,5529684.0,460180896.0,,,
2018-02-12,,84.39,83.28,83.28,,3376948.0,282723623.0,,,
2018-02-13,,83.45,82.42,82.8,,3256811.0,269853478.0,,,
2018-02-14,,84.35,82.45,83.7,,4016728.0,335901404.0,,,
2018-02-15,,84.84,83.33,83.86,,2724883.0,229133305.0,,,
2018-02-16,,84.85,83.93,84.31,,3611138.0,304458389.0,,,
2018-02-19,,84.67,83.57,83.86,,2058197.0,172760405.0,,,
2018-02-20,,84.72,83.44,84.51,,2456140.0,207119063.0,,,
2018-02-21,,84.69,83.74,84.5,,2643720.0,222921904.0,,,
2018-02-22,,84.77,83.01,84.5,,2436128.0,204684637.0,,,
2018-02-23,,84.9,83.88,84.52,,2323106.0,196136937.0,,,
2018-02-26,,85.61,84.35,84.85,,2487095.0,211087271.0,,,
2018-02-27,,86.22,84.93,85.45,,3211988.0,274714490.0,,,
2018-02-28,,86.58,85.29,86.2,,3458333.0,297650530.0,,,
2018-03-01,,85.55,83.3,84.1,,4603441.0,388162490.0,,,
2018-03-02,,83.25,82.05,82.47,,4537415.0,374417779.0,,,
2018-03-05,,84.5,82.08,84.23,,3512341.0,294222728.0,,,
2018-03-06,,85.27,84.44,84.55,,2548696.0,215884113.0,,,
2018-03-07,,86.99,84.16,86.68,,4084346.0,351841475.0,,,
2018-03-08,,88.13,86.33,87.86,,3596742.0,314412465.0,,,
2018-03-09,,88.55,87.41,88.39,,2802206.0,246899185.0,,,
2018-03-12,,89.38,87.78,88.37,,2011463.0,177988635.0,,,
2018-03-13,,88.89,86.9,87.42,,3088073.0,271374660.0,,,
2018-03-14,,87.84,86.73,87.24,,2577109.0,224859878.0,,,
2018-03-15,,88.31,86.96,87.9,,3153212.0,276921927.0,,,
2018-03-16,,88.7,87.27,87.35,,11629531.0,1018745681.0,,,
2018-03-19,,87.08,85.37,85.79,,3101052.0,266782141.0,,,
2018-03-20,,85.91,84.76,85.4,,2939027.0,250430572.0,,,
2018-03-21,,85.99,84.97,85.85,,2191215.0,187682780.0,,,
2018-03-22,,85.69,84.66,85.15,,3383130.0,288228842.0,,,
2018-03-23,,84.65,83.18,84.07,,4022805.0,337729661.0,,,
2018-03-26,,84.74,82.52,82.98,,2852736.0,238460363.0,,,
2018-03-27,,84.96,83.74,84.78,,3064758.0,259225541.0,,,
2018-03-28,,84.89,83.01,84.42,,3451072.0,290321624.0,,,
2018-03-29,,85.76,83.83,84.97,,3404637.0,288963673.0,,,
2018-04-03,,84.95,83.45,84.25,,3191205.0,268795155.0,,,
2018-04-04,,84.06,82.88,84.06,,3095131.0,258917793.0,,,
2018-04-05,,86.66,85.1,86.66,,3158815.0,272326361.0,,,
2018-04-06,,86.79,85.86,86.47,,2465087.0,213066136.0,,,
2018-04-09,,87.82,86.8,87.37,,2503994.0,218861558.0,,,
2018-04-10,,88.15,86.96,87.51,,1941766.0,169951112.0,,,
